sample_id,wav_path,text,language,duration_sec,primary_emotion,secondary_emotions,intensity,reference_score,is_reference_candidate,reason,notes
MAY_0242,data/raw/wav/MAY_0242.wav,疲れたね。,ja,2.507,neutral,,2,4,True,文本完整独立，情绪明确，时长适中。,适合表达疲惫或放松状态。
MAY_0243,data/raw/wav/MAY_0243.wav,でもこのバナナまゆしいのだよ。,ja,5.115,happy,,3,4,True,文本完整，情绪积极明确，时长符合标准。,含角色口癖特征，不影响情绪判断。
MAY_0244,data/raw/wav/MAY_0244.wav,えへへへへ、そうかな。ほかりんの役に立てたなら良かった。,ja,8.597,gentle,happy,3,3,False,情绪饱满明确，文本完整，时长略超上限但仍具参考价值。,笑声开头适合提取特定情绪音色。
MAY_0245,data/raw/wav/MAY_0245.wav,んじゃマユシイたちは先に帰るね。,ja,3.909,gentle,,2,4,True,文本完整，语气自然轻松，时长适中，适合作为日常对话参考。,
MAY_0246,data/raw/wav/MAY_0246.wav,クリスチャンは帰らないの?よかったら駅まで一緒に行こうよ。,ja,6.149,happy,,3,4,True,邀请意图明确，情绪积极友好，时长在理想区间。,
MAY_0247,data/raw/wav/MAY_0247.wav,そっか。じゃあまたね。トゥトゥルル。,ja,4.88,happy,teasing,3,4,True,告别语完整，带有标志性语气词，情绪轻松明确。,
MAY_0248,data/raw/wav/MAY_0248.wav,テテレー おはようー あれ あこんにちはー かな。,ja,5.493,teasing,happy,3,3,True,语气活泼带有自我修正，情绪轻松但略有跳跃，仍具参考价值。,
MAY_0249,data/raw/wav/MAY_0249.wav,うわーなんかねずずんっていう重い空気が漂ってるよ。,ja,8.155,worried,serious,3,2,False,时长略超建议上限，且为环境描述句，上下文依赖较强，不适合作为单句核心参考。,
MAY_0250,data/raw/wav/MAY_0250.wav,空気入れ替えるね。,ja,1.872,neutral,,2,3,False,时长略低于建议下限，情绪平淡，属日常陈述。,
MAY_0251,data/raw/wav/MAY_0251.wav,エンタコ会議。,ja,1.877,neutral,,1,2,False,仅为名词短语，缺乏完整句意与明确情绪，时长偏短。,
MAY_0252,data/raw/wav/MAY_0252.wav,マヨシーにもあるかな。,ja,2.256,neutral,,2,4,True,时长符合标准，句子完整，语气自然，适合单句参考。,
MAY_0253,data/raw/wav/MAY_0253.wav,そっか、よかった。でも、えんたくって何?,ja,6.448,happy,neutral,3,5,True,时长理想，句意完整且情绪转折自然，极具参考价值。,
MAY_0254,data/raw/wav/MAY_0254.wav,悪いことは良くないよって言ったのに。,ja,4.352,serious,worried,3,4,True,时长适中，语义完整，带有认真或轻微责备语气，适合参考。,
MAY_0255,data/raw/wav/MAY_0255.wav,そうだけど。,ja,2.368,neutral,,2,3,False,文本为简短附和与转折，语义依赖上下文，情绪指向较弱。,
MAY_0256,data/raw/wav/MAY_0256.wav,ラグナロック。,ja,2.037,serious,,2,2,False,仅为单一专有名词，缺乏完整句法与情绪铺垫。,
MAY_0257,data/raw/wav/MAY_0257.wav,なんで確認できないの。,ja,2.699,worried,,3,4,True,疑问句结构完整，表达明确的困惑与关切，时长适中。,
MAY_0258,data/raw/wav/MAY_0258.wav,マユシの唐揚げを温めるためのものだよね。,ja,4.677,gentle,,2,5,True,日常确认句式完整自然，语气平和，时长处于最佳区间。,
MAY_0259,data/raw/wav/MAY_0259.wav,ブラックホールができてるのここに。,ja,3.461,serious,,3,4,True,陈述句完整且具象，带有客观陈述与轻微惊讶感，适合参考。,
MAY_0260,data/raw/wav/MAY_0260.wav,吸い込まれないかな。,ja,3.051,worried,,2,4,True,句子完整，时长合适，带有轻微担忧与好奇，适合作为参考。,
MAY_0261,data/raw/wav/MAY_0261.wav,あのねメールって言うから混乱するんだと思うな。,ja,5.12,neutral,,2,4,True,表达清晰完整，时长适中，语气为日常解释，适合参考。,
MAY_0262,data/raw/wav/MAY_0262.wav,本物の紙飛行機にした手紙がピュンって飛んでいくイメージなんだよきっと。,ja,7.472,gentle,,3,4,True,句子完整且富有画面感，时长在合理区间，语气温和，适合参考。,
MAY_0263,data/raw/wav/MAY_0263.wav,クリスチャンの言うとおりだと思うな。マユシーはそんな長い名前は覚えられません。,ja,7.568,serious,,2,3,True,包含两句陈述，信息完整但稍显复杂，时长合适，语气认真。,
MAY_0264,data/raw/wav/MAY_0264.wav,そこってどういう意味。,ja,3.943,neutral,,2,3,True,疑问句完整，但“そこ”指代依赖上下文，略微降低参考分。,
MAY_0265,data/raw/wav/MAY_0265.wav,えクリスチャンマユシのことバカだと思ってるのかな。,ja,6.635,neutral,worried,2,4,True,句子完整独立，时长合适，语气为日常疑问，适合作为参考。,
MAY_0266,data/raw/wav/MAY_0266.wav,あっだってるー。まゆしも思いついたよ。,ja,4.827,happy,,3,5,True,语气活泼轻快，语义完整，时长理想，情绪表达明确。,
MAY_0267,data/raw/wav/MAY_0267.wav,あのね、バックトゥザメール、映画のタイトルとね、メールをくっつけてみました。,ja,9.008,neutral,,2,3,False,句子完整但时长略超建议上限，偏说明性，情绪较平淡。,
MAY_0268,data/raw/wav/MAY_0268.wav,意味とかじゃなくて映画のタイトルとメールをくっつけて。,ja,7.877,neutral,,2,2,False,语义明显承接上文，缺乏独立语境，不适合作为单句参考。,
MAY_0269,data/raw/wav/MAY_0269.wav,じゃあディメールに決定しまーす。,ja,4.32,happy,,3,5,True,独立完整句，语气明快果断，时长完美，情绪清晰。,
MAY_0270,data/raw/wav/MAY_0270.wav,マユシのバナナずいぶん減ったね。また買ってこなくちゃ。,ja,6.88,neutral,,2,4,True,文本完整，日常自语语气，时长合适，适合作为中性参考。,
MAY_0271,data/raw/wav/MAY_0271.wav,本当嬉しいな。,ja,3.824,happy,,3,5,True,情绪明确为开心，句子简短完整，时长理想，非常适合作为参考。,
MAY_0272,data/raw/wav/MAY_0272.wav,オカリやダル君はねバナナ勝手に食べてもちっとも買ってきてくれないのです。,ja,7.488,neutral,,2,3,True,句子较长且含特定角色指代，偏叙述性，情绪平淡，参考性一般。,
MAY_0273,data/raw/wav/MAY_0273.wav,クリスチャンクリスチャン痛いの痛いの飛んでけー。,ja,5.936,gentle,,3,4,True,带有哄慰与轻快口吻，情绪明确，时长合适，适合作为参考。,
MAY_0274,data/raw/wav/MAY_0274.wav,ゲル花になったね。,ja,2.576,neutral,,2,4,True,简短完整的观察句，语气自然，时长合适，适合作为中性参考。,
MAY_0275,data/raw/wav/MAY_0275.wav,ねえねえクリスちゃん、なんて送るの。,ja,3.728,happy,gentle,2,4,True,文本完整，语气轻快自然，时长适中，适合作为日常对话参考。,
MAY_0276,data/raw/wav/MAY_0276.wav,うーん、どれどれ、岡部はズアンエアへ?,ja,7.424,neutral,serious,2,4,True,带有思考与确认语气，句子结构完整，时长在合理范围内。,
MAY_0277,data/raw/wav/MAY_0277.wav,マユシも見たよ。あのね、本当に一通だった。,ja,5.584,serious,gentle,3,4,True,陈述事实语气明确，无上下文强依赖，时长合适。,
MAY_0278,data/raw/wav/MAY_0278.wav,でもでもマユシーはねどうして五日前に届いたかの方が気になります。,ja,8.061,serious,worried,3,3,False,文本完整但偏长，时长略超建议上限，情绪偏向认真探究。,时长8.06秒略超8秒建议值，酌情降分
MAY_0279,data/raw/wav/MAY_0279.wav,じゃあさじゃあさもっとじゃんじゃん送ってみようよ。,ja,5.04,excited,happy,4,5,True,情绪饱满积极，句式完整且富有号召力，时长完美。,
MAY_0280,data/raw/wav/MAY_0280.wav,マヨシーは。,ja,1.76,neutral,,1,1,False,句子不完整，仅为话题提示，且时长偏短。,残句，高度依赖上下文，不适合独立参考。
MAY_0281,data/raw/wav/MAY_0281.wav,わああああ!オカリナ太っ腹だね!,ja,4.208,excited,happy,4,5,True,情绪饱满明确，句子完整，时长适中。,感叹词与标点体现强烈情绪，非常适合作为参考。
MAY_0282,data/raw/wav/MAY_0282.wav,あー おかえりエッチ。,ja,4.0,gentle,happy,2,4,True,日常问候语，情绪温和明确，时长合适。,语气轻松自然，适合日常对话参考。
MAY_0283,data/raw/wav/MAY_0283.wav,ごめんねおカリ今マユシジが唐揚げを温めようとしたんだけどね。,ja,7.6,gentle,worried,2,4,True,句子完整，带有歉意与解释语气，时长在合理区间上限。,语意连贯，适合参考温和解释类语气。
MAY_0284,data/raw/wav/MAY_0284.wav,ついいつもの癖で逆回転させちゃって、ついでだから放電させてみたの。,ja,8.96,neutral,embarrassed,2,3,False,文本完整但时长略超建议上限，情绪偏日常解释。,稍长，需注意呼吸节奏，但仍具参考价值。
MAY_0286,data/raw/wav/MAY_0286.wav,マユシも行ってみたいなあ。,ja,2.944,gentle,,2,4,True,句子完整，表达温和的向往，时长在理想区间内。,
MAY_0287,data/raw/wav/MAY_0287.wav,本当ありがとう。,ja,3.168,happy,,3,5,True,表达明确感谢，情感正向清晰，时长标准，非常适合作参考。,
MAY_0289,data/raw/wav/MAY_0289.wav,へえ。,ja,1.76,neutral,,1,2,False,仅为语气词，时长过短，缺乏完整语义与明确情绪。,
MAY_0290,data/raw/wav/MAY_0290.wav,そんなんみんながおかしいんだよ。,ja,4.24,serious,,3,4,True,语义完整，带有明确的态度与轻微反驳情绪，时长适中。,
MAY_0291,data/raw/wav/MAY_0291.wav,ねえねえ。,ja,1.168,excited,,2,2,False,仅为呼唤用语，时长不足，信息不完整，不适合作单句参考。,
MAY_0292,data/raw/wav/MAY_0292.wav,あのね、唐揚げやバナナはゲル揚げとかゲルバナになっちゃって、でもお塩はゲル塩にはならなかったんだよね。,ja,11.984,neutral,,2,2,False,文本完整但时长明显过长，超出推荐区间，单句参考适配度较低。,
MAY_0293,data/raw/wav/MAY_0293.wav,んで D メールは十八文字まではちゃんと送れて十九文字以上は消えちゃうんだよね。,ja,8.88,neutral,,2,3,False,文本清晰完整，但时长略超8秒上限，情绪偏平稳说明。,
MAY_0294,data/raw/wav/MAY_0294.wav,きっとね大きなものとかたくさんは送れないんじゃないかな。,ja,7.136,gentle,,2,4,True,时长在理想区间内，文本完整独立，语气柔和自然，适合作为参考。,
MAY_0295,data/raw/wav/MAY_0295.wav,あもしかしてもしかしてそのガーブブラックホールが。,ja,6.112,excited,,3,2,False,句子以助词结尾未完结，上下文依赖强，不适合作为独立参考。,
MAY_0296,data/raw/wav/MAY_0296.wav,カーブブラックホールが。,ja,2.64,neutral,,1,1,False,文本为明显残句，信息极度不完整，严重依赖前文。,
MAY_0297,data/raw/wav/MAY_0297.wav,ブラックホールの穴がきついんだよ。,ja,4.16,serious,,2,4,True,句子完整独立，时长合适，带有解释说明的语气，适合作为参考。,
MAY_0298,data/raw/wav/MAY_0298.wav,穴がきついの。,ja,3.088,neutral,,1,2,False,文本较短且疑似前句的补充说明，上下文依赖较强，不适合作为独立参考。,
MAY_0299,data/raw/wav/MAY_0299.wav,よくわかんないよ。,ja,2.656,worried,,2,4,True,表达清晰完整，时长适中，情绪偏向日常困惑，适合单句参考。,
MAY_0300,data/raw/wav/MAY_0300.wav,スライムになって帰ってきた騎士さんたちがジェリーマンなんだね。,ja,5.584,neutral,,2,5,True,句子完整且信息量适中，时长理想，语气平稳清晰，非常适合作为参考音频。,
MAY_0301,data/raw/wav/MAY_0301.wav,なるほどー。すごく分かりやすかったよ。,ja,4.976,happy,,3,5,True,情绪积极明确，句子完整独立，时长在最佳区间内，极适合作为参考。,
MAY_0302,data/raw/wav/MAY_0302.wav,マユシは役に立ったかな。,ja,3.504,gentle,,2,4,True,句子完整，语气柔和带点不确定，时长合适。,
MAY_0303,data/raw/wav/MAY_0303.wav,よかった。,ja,3.12,happy,,2,4,True,表达欣慰或开心，句子简短完整，时长适中。,
MAY_0304,data/raw/wav/MAY_0304.wav,過去にメールを送れるってすごいことだよね。,ja,5.056,excited,,3,5,True,表达惊叹与认同，情绪明确，时长完美适合参考。,
MAY_0305,data/raw/wav/MAY_0305.wav,靴脱がなきゃ汚れちゃうよ。,ja,3.104,gentle,,2,4,True,日常提醒语气，句子完整独立，时长合适。,
MAY_0306,data/raw/wav/MAY_0306.wav,でもクリスチャンってタイムマシンなんてないやいってこの前は言ってたよ。今はあるって認めてるんだね。,ja,11.12,teasing,,3,2,False,时长明显超出建议区间，且包含前后语境对比，不适合作为单句参考。,
MAY_0307,data/raw/wav/MAY_0307.wav,マヨシーはもうすぐバイトなのです。,ja,3.024,neutral,,1,4,True,陈述句完整清晰，时长标准，适合作为中性语气基准。,
MAY_0308,data/raw/wav/MAY_0308.wav,出てるおはよう。,ja,3.376,neutral,,1,2,False,文本语义断裂，疑似识别错误或残句，缺乏完整语境。,可能为语音转写误差
MAY_0309,data/raw/wav/MAY_0309.wav,あっおカリいタイムマシン実験する前にマユシンに唐揚げ温めさせてほしいなあ。,ja,8.688,gentle,happy,2,3,False,时长超出建议上限，且句子较长带有特定情境依赖。,时长偏长
MAY_0310,data/raw/wav/MAY_0310.wav,ああこれじゃもう唐揚げ温められないよ。,ja,6.432,worried,sad,3,4,True,表达明确的问题与无奈情绪，文本完整，时长适中。,
MAY_0311,data/raw/wav/MAY_0311.wav,オーボーだよ。じゃあオカに新しく電子レンジ買ってきてよ。,ja,7.424,serious,,3,4,True,包含明确指令与陈述，语义完整，时长在合理区间内。,前半句疑似转写误差，但整体意图明确
MAY_0312,data/raw/wav/MAY_0312.wav,でもまた店長さんに怒られないかな。,ja,5.008,worried,,3,4,True,文本完整，表达担忧情绪明确，时长适中。,适合表现轻微焦虑或顾虑的语气。
MAY_0313,data/raw/wav/MAY_0313.wav,ムキムキだもんね。,ja,2.704,teasing,,2,4,True,文本简短完整，带有轻微调侃语气，时长合适。,适合轻松互动或感叹场景。
MAY_0314,data/raw/wav/MAY_0314.wav,セカンドエードエドションバーゼロション?,ja,4.576,other,,2,2,False,文本疑似专有名词或语音识别错误，语义不明确，不适合作为通用参考。,发音可能为特定道具或技能名，缺乏普适情绪特征。
MAY_0315,data/raw/wav/MAY_0315.wav,実践的か。朝に届くようにして、おはようかりんってちゃんと見てもらえるようにするんだね。,ja,10.256,serious,gentle,3,2,False,时长超过建议上限，句子较长且包含多个意群，不适合作为单句参考。,可考虑截取前半句或后半句单独使用。
MAY_0316,data/raw/wav/MAY_0316.wav,ええチラシの裏じゃおかりに届かないよ。,ja,5.328,neutral,,2,4,True,文本完整，陈述事实语气平稳，时长符合标准。,适合日常对话或说明性场景。
MAY_0317,data/raw/wav/MAY_0317.wav,大丈夫だよ。オカリナね、本当はとってもいい人なんだから。,ja,7.024,gentle,,2,5,True,文本完整，语气温和安抚，时长合适。,
MAY_0318,data/raw/wav/MAY_0318.wav,ねえねえ、それじゃあ実践的な使い方ってどんな使い方なのかな。,ja,7.792,happy,,2,4,True,疑问句完整，带有好奇与期待感，时长适中。,
MAY_0319,data/raw/wav/MAY_0319.wav,ねえねえ。,ja,1.408,neutral,,1,2,False,文本过短且缺乏完整语义，时长不足2秒。,
MAY_0321,data/raw/wav/MAY_0321.wav,現金だなあおカリ。まゆしは悲しいです。,ja,5.76,teasing,sad,3,4,True,句式完整，带有调侃与撒娇情绪，时长合适。,
MAY_0322,data/raw/wav/MAY_0322.wav,もっとね、世界が平和になる方法とかを考えるべきじゃないかな。,ja,6.912,serious,,2,5,True,语义完整，语气认真诚恳，时长符合标准。,
MAY_0323,data/raw/wav/MAY_0323.wav,例えばね、世界中の全ての人がウーパークッションを持っているようにするとか。,ja,8.688,neutral,,2,3,False,文本完整，语气为日常举例说明，时长略超建议区间但尚可接受。,
MAY_0324,data/raw/wav/MAY_0324.wav,ええ、とトラックの荷台山盛り。,ja,6.016,neutral,,2,3,False,带有犹豫语气词，偏向描述性片段，上下文依赖较强。,
MAY_0326,data/raw/wav/MAY_0326.wav,んじゃあいつも買ってるジューシー唐揚げナンバーワンを若鶏一口唐揚げに変えてみるとかかな。,ja,9.6,neutral,,2,2,False,句子较长且时长明显超出建议上限，不适合作为单句短参考。,
MAY_0327,data/raw/wav/MAY_0327.wav,へえ。,ja,1.456,neutral,,1,1,False,时长过短且仅为语气词，缺乏完整语义与发音覆盖。,
MAY_0328,data/raw/wav/MAY_0328.wav,まずは宝くじを買ってこなくちゃ。,ja,4.48,serious,,3,5,True,文本完整独立，时长适中，语气带有明确决心，非常适合作为参考。,
MAY_0329,data/raw/wav/MAY_0329.wav,ああそれねこの間テレビの cm で見たよ。,ja,5.216,neutral,,2,4,True,文本完整，日常陈述语气自然，时长在理想区间。,适合日常中性语气参考
MAY_0330,data/raw/wav/MAY_0330.wav,あのねマユシーはそもそも宝くじの買い方知らないな。,ja,6.976,neutral,,2,4,True,句子完整，陈述事实语气明确，时长合适。,适合中性陈述语气参考
MAY_0331,data/raw/wav/MAY_0331.wav,オカリナ買ったことあるの?,ja,2.88,neutral,,2,4,True,疑问句结构完整，日常交流语气，时长适中。,适合日常提问语气参考
MAY_0332,data/raw/wav/MAY_0332.wav,このあたり番号をディメールで送るの。,ja,4.64,serious,,3,4,True,指令性语句清晰完整，语气偏认真，时长合适。,适合说明/认真语气参考
MAY_0333,data/raw/wav/MAY_0333.wav,じゃあマユシが当選したことにすればいいんじゃないかな。,ja,5.312,gentle,,2,4,True,建议语气完整自然，带有安抚意味，时长符合标准。,适合温和建议语气参考
MAY_0334,data/raw/wav/MAY_0334.wav,えっとね七十万円だとバナナはトラックの荷台山盛りになるかな。,ja,8.88,neutral,,2,3,False,文本完整，语气偏向日常思考，但时长略超建议上限。,时长8.88秒稍长
MAY_0335,data/raw/wav/MAY_0335.wav,えーと一七零シャープと。,ja,7.68,neutral,,1,2,False,句末为接续词，明显为残句或强上下文依赖，不适合独立参考。,
MAY_0336,data/raw/wav/MAY_0336.wav,なんだかとっても胡散臭いね。へへへ。,ja,4.544,teasing,happy,3,5,True,时长适中，文本完整，带有明显的调侃与轻笑情绪，非常适合作为参考。,情绪特征鲜明
MAY_0337,data/raw/wav/MAY_0337.wav,大丈夫だよ。むしろね、おかりんはうさんくさいものが大好きだから、ぴったりだと思うな。,ja,8.88,gentle,,2,3,False,文本完整且语义清晰，语气安抚自然，仅时长略超建议区间。,包含角色昵称，适合音色参考
MAY_0338,data/raw/wav/MAY_0338.wav,オカリナの口癖なんだよね。,ja,3.024,neutral,,2,4,True,时长合适，句子完整独立，语气平稳自然，适合作为中性参考。,
MAY_0339,data/raw/wav/MAY_0339.wav,おかり、どうかした?,ja,2.736,worried,,3,4,True,文本为完整疑问句，表达关切询问，时长符合标准。,适合关切语气参考
MAY_0340,data/raw/wav/MAY_0340.wav,大丈夫。,ja,1.996,gentle,,2,3,False,句子较短，情绪偏向安抚，时长略低于建议下限。,时长接近2秒，可作为短促安抚参考
MAY_0341,data/raw/wav/MAY_0341.wav,えっどういうこと?,ja,2.912,worried,,3,4,True,表达惊讶与疑惑，语义完整，时长适中。,适合疑惑/惊讶语气参考
MAY_0342,data/raw/wav/MAY_0342.wav,うん、三十秒ぐらいじゃないかな。,ja,5.237,neutral,,2,4,True,日常陈述句，语气自然平稳，时长理想。,适合中性/日常语气参考
MAY_0344,data/raw/wav/MAY_0344.wav,へえ、すごくはあはあ言い始めて。,ja,5.365,teasing,,3,4,True,带有明显调侃意味，句子完整，时长合适。,适合轻松/调侃语气参考
MAY_0345,data/raw/wav/MAY_0345.wav,はあはあ。,ja,1.291,other,,3,1,False,纯喘息拟声词，时长不足2秒且无完整语义，不适合作为参考。,
MAY_0346,data/raw/wav/MAY_0346.wav,ええ?なんのこと?,ja,2.336,worried,,2,4,True,疑问句结构完整，时长适中，疑惑情绪明确，适合单句参考。,
MAY_0347,data/raw/wav/MAY_0347.wav,トラックの荷台誰が満杯にするの?,ja,5.109,neutral,,2,4,True,日常询问句，语义独立完整，时长符合标准区间。,
MAY_0348,data/raw/wav/MAY_0348.wav,どんな内容を送れば過去が変わったか分かるだろうねって。,ja,5.877,serious,,3,3,True,句末带转述语气词，略有上下文依赖，但整体语义完整且时长合适。,
MAY_0349,data/raw/wav/MAY_0349.wav,でもそんなの現金だってマヨシは思うな。,ja,5.323,serious,,2,4,True,陈述观点句，逻辑清晰独立，时长适中，情绪平稳明确。,
MAY_0350,data/raw/wav/MAY_0350.wav,ああ現金は現金でもね幸一さんいいっぱいっていう意味じゃなくて。,ja,7.691,neutral,,2,2,False,句意偏向口语化解释，结尾略显拖沓，情绪不明显且依赖上下文。,
MAY_0352,data/raw/wav/MAY_0352.wav,例えばね、世界中の全ての人がウーパクションを持っているようにするととっても幸せだと思うよ。,ja,11.072,happy,,3,2,False,句子完整情绪积极，但时长超过11秒，明显超出推荐区间。,
MAY_0353,data/raw/wav/MAY_0353.wav,あ、ルカくんだ。いらっしゃい。,ja,4.896,gentle,,3,5,True,独立问候语，情绪温和明确，时长完美契合标准。,
MAY_0354,data/raw/wav/MAY_0354.wav,るかくんマユシのコス着てくれる気になったの?だったら嬉しいな。,ja,8.331,happy,,4,3,False,情绪表达清晰完整，虽略超8秒但语速自然，适合作为参考。,
MAY_0355,data/raw/wav/MAY_0355.wav,おかリー ルカ君をいじめちゃだめだよ。,ja,4.224,teasing,,3,5,True,语气带有调侃与轻微劝阻，句子独立，时长适中。,
MAY_0356,data/raw/wav/MAY_0356.wav,わあじゃあおかりんは超能力者だね。,ja,5.291,happy,teasing,3,5,True,文本完整，带有惊喜与调侃语气，时长适中，适合单句参考。,
MAY_0357,data/raw/wav/MAY_0357.wav,ねえねえ、それよりおかり大丈夫かな。,ja,5.504,worried,gentle,3,5,True,明确表达关心与担忧，句子独立完整，时长合适。,
MAY_0358,data/raw/wav/MAY_0358.wav,お帰り。あのね、明日バナナ買ってきてあげるね。,ja,5.675,gentle,happy,2,5,True,日常温柔语气，内容完整清晰，非常适合作为参考。,
MAY_0359,data/raw/wav/MAY_0359.wav,だからね今はその子をむぎゅっと抱きしめて元気出してね。,ja,7.691,gentle,serious,3,4,True,安慰鼓励意图明确，句子完整，时长接近上限但仍可用。,
MAY_0360,data/raw/wav/MAY_0360.wav,トゥトゥルー おかりおかり。,ja,3.531,happy,excited,3,3,False,文本为拟声词与重复呼唤，语义不完整，上下文依赖较强。,
MAY_0361,data/raw/wav/MAY_0361.wav,ああ、うん、わかった。,ja,3.552,neutral,,2,4,True,文本为完整应答句，语气自然平稳，时长适中，适合作为中性参考。,
MAY_0362,data/raw/wav/MAY_0362.wav,でね、オカリも元気になったかなって思って、ちゃんとウーパをむぎゅってした?,ja,8.059,gentle,worried,3,2,False,句子较长且含特定角色名，上下文依赖较强，时长略超推荐区间。,需结合上下文理解，单句参考价值有限。
MAY_0364,data/raw/wav/MAY_0364.wav,わかるよ。子供の頃から一緒だもん。へへ。,ja,5.419,happy,gentle,3,5,True,文本完整，情绪轻松明确，时长完美，非常适合作为单句参考。,含轻笑语气词，有助于捕捉角色性格特征。
MAY_0365,data/raw/wav/MAY_0365.wav,うんありがとうじゃあね。,ja,3.557,gentle,,2,4,True,日常感谢与告别用语，语义连贯，时长合适，适合基础语音参考。,无标点但口语化表达自然。
MAY_0366,data/raw/wav/MAY_0366.wav,おカリ、おはよう。,ja,3.16,gentle,,2,4,True,标准晨间问候，情绪温和明确，时长在理想区间内。,含特定称呼，但作为问候模板仍具较高参考价值。
MAY_0367,data/raw/wav/MAY_0367.wav,ねえちゃんおはよう。,ja,2.944,gentle,,2,4,True,日常问候语完整，情绪温和自然，时长符合标准。,
MAY_0368,data/raw/wav/MAY_0368.wav,なえちゃんにこれあげる。はい、どうぞ。,ja,3.856,happy,,2,4,True,递物互动语句完整，语气积极友好，时长适中。,
MAY_0369,data/raw/wav/MAY_0369.wav,はい、おかりにも。,ja,2.416,neutral,,1,2,False,文本较短且明显依赖上下文，独立参考性较弱。,
MAY_0370,data/raw/wav/MAY_0370.wav,そこに座って何してるの。,ja,3.456,serious,,2,4,True,疑问句结构完整，语气明确，适合单句语音参考。,
MAY_0371,data/raw/wav/MAY_0371.wav,違うよなえちゃん。あのね、オカリナはきっとなんか難しいことを考えてるんだよ。,ja,8.632,gentle,,3,3,False,表达完整且情绪清晰，但时长略超8秒建议区间。,
MAY_0372,data/raw/wav/MAY_0372.wav,オカリオカリこの時間だと電話レンジちゃんはビリビリしないんだよね。,ja,7.512,neutral,,2,4,True,文本完整，语气日常自然，时长在理想区间内。,
MAY_0373,data/raw/wav/MAY_0373.wav,じゃあね、焼きそばパンをチンしてもいいかな。,ja,4.44,gentle,,2,5,True,句式完整，语气柔和带商量口吻，非常适合作为日常对话参考。,
MAY_0374,data/raw/wav/MAY_0374.wav,ああ、そうだった。がっかりだよ。,ja,4.872,sad,,3,5,True,情绪明确（失望/难过），句子独立完整，时长适中。,
MAY_0375,data/raw/wav/MAY_0375.wav,ちなみにね、オカリは朝ごはん食べた?,ja,4.088,neutral,,2,4,True,日常询问句式，结构完整，语气自然，适合参考。,
MAY_0376,data/raw/wav/MAY_0376.wav,だったら一緒に食べる焼きそばパンは冷たいまま食べるとしてラーメン缶なら湯煎で温められるし。,ja,10.536,neutral,,2,2,False,时长超出建议区间，句尾带有延续感，独立性稍弱。,
MAY_0377,data/raw/wav/MAY_0377.wav,なえちゃんも食べる。,ja,1.752,neutral,,1,2,False,时长略低于建议区间，情绪平淡，信息量较少。,
MAY_0378,data/raw/wav/MAY_0378.wav,そっか。,ja,1.088,neutral,,1,1,False,时长过短，高度依赖上下文，情绪不明确。,
MAY_0379,data/raw/wav/MAY_0379.wav,タル君とクリスちゃんまだ来ないのかな。,ja,4.312,worried,gentle,2,5,True,时长适中，文本完整独立，带有明确的等待与轻微担忧情绪，非常适合作为参考。,
MAY_0380,data/raw/wav/MAY_0380.wav,出てる、すずさん。,ja,3.056,neutral,,2,2,False,语义依赖具体场景，情绪指向不清晰。,
MAY_0381,data/raw/wav/MAY_0381.wav,ああクリスチャンだ。,ja,2.96,neutral,,2,3,False,句子较短，偏向平淡的确认语气，情绪表现力一般。,
MAY_0382,data/raw/wav/MAY_0382.wav,クリスチャン、トゥトゥル。,ja,2.456,happy,,2,2,False,仅为简短口头禅，缺乏完整语义与情绪起伏。,
MAY_0383,data/raw/wav/MAY_0383.wav,みんな仲良くいられる方がね、まゆしいはいいな。,ja,4.856,gentle,,3,5,True,语义完整，语气温和自然，时长理想，适合做参考。,
MAY_0384,data/raw/wav/MAY_0384.wav,諦めたらそこで試合終了だよ。,ja,3.272,serious,,4,4,True,完整陈述句，语气坚定严肃，但为知名台词可能带特定演绎色彩。,
MAY_0385,data/raw/wav/MAY_0385.wav,ええ、まゆし変えてもいいの?,ja,4.224,gentle,worried,2,4,True,疑问句结构清晰，语气委婉试探，适合日常对话参考。,
MAY_0386,data/raw/wav/MAY_0386.wav,でもね、過去を変えるって何を変えればいいのかな。,ja,6.992,worried,neutral,3,5,True,完整内心独白，带有思索与轻微不安，情绪明确且时长适中。,
MAY_0387,data/raw/wav/MAY_0387.wav,あ、それじゃあね。こういうのはどうかな。羽賀君にマユシーのコスを着てもらえるように格好を変えるの。,ja,10.544,gentle,teasing,2,2,False,文本较长且包含多句，时长超出建议区间，不适合作为单句参考。,可考虑拆分使用
MAY_0388,data/raw/wav/MAY_0388.wav,ルカ君にメールを送るとかだよへへへ。,ja,4.888,teasing,happy,3,4,True,时长适中，带有明显的笑声和调侃语气，情绪明确。,适合参考
MAY_0389,data/raw/wav/MAY_0389.wav,うん。,ja,1.544,neutral,,1,1,False,文本过短且为单字回应，缺乏明确情绪和完整语义。,
MAY_0390,data/raw/wav/MAY_0390.wav,わあそれねすごくいいかも。,ja,4.488,happy,excited,3,5,True,时长合适，句子完整，带有明显的惊喜与赞同情绪，非常适合作为参考。,优质候选
MAY_0392,data/raw/wav/MAY_0392.wav,うんわかった。じゃあ過去を変える前にラーメン全部食べとかないと。,ja,9.504,neutral,serious,2,2,False,时长偏长，包含两个分句，信息量较大，不适合作为单句情绪参考。,建议截取前半句
