voice_file,asr_text
MAY_0428.OGG,でね大晦日もうすぐ年が明けるっていう時にね流れ星がピュって流れたの今みたいに。
MAY_0429.OGG,流れ星はね、消える前に三回願い事を唱えることができたら、願いが叶うんだよ。知ってたかな？
MAY_0430.OGG,もちろんまゆしいは一生懸命三回唱えたの。
MAY_0431.OGG,次の日年が明けた頃にね、おかりんは熱が下がって目を覚ましたのです。
MAY_0432.OGG,つまりマヨシはオカリの命の恩人なんだよ。
MAY_0433.OGG,へえ、そうなの。
MAY_0434.OGG,そっかあ。
MAY_0435.OGG,ねえねえ、熱が下がった時ね、オカリはこんなことを言ってたんだけど、覚えてる？
MAY_0436.OGG,急に見ているものがくにゃくにゃしてきて、立っていられなくてフラフラして、んで体がビクってなったって。
MAY_0437.OGG,さっきのオカリもね、そんな感じだったよ。
MAY_0438.OGG,大丈夫また熱出して倒れたりしない。
MAY_0439.OGG,ルカ君ならね、大歓迎だよ。
MAY_0440.OGG,でもね、ルカ君をラボメンにするなら、マユシーはオカリに一つ条件があるので、ルカ君をいじめないことっていう条件。
MAY_0441.OGG,それとルカ君はね、今日はマユシーのお客様なんだよ。衣装合わせに来たんだから、邪魔しちゃダメなのです。
MAY_0442.OGG,うんサイズが合ってるかどうかの確認だけだよ。
MAY_0443.OGG,じゃあ。
MAY_0444.OGG,えっとね、ライネットのキラリちゃんだよ。
MAY_0445.OGG,とりあえず完成度は七十パーセントってところなんだけどね。今この場でルカ君に試着してほしいんだ。
MAY_0446.OGG,お願い。
MAY_0447.OGG,そうだよきっとねとっても可愛くなるよ。
MAY_0448.OGG,さあさあさあ、ルカくん変身しよう変身。
MAY_0449.OGG,ほらー、恥ずかしがってないで服を脱ぎ脱ぎして。
MAY_0450.OGG,でもねこれ着るのにコツがいるんだ。だからまゆしが一から十までちゃんと教えてあげる。
MAY_0451.OGG,ルーカくん、ほら、恥ずかしがらずに出てきてよ。
MAY_0452.OGG,ルカ君。
MAY_0453.OGG,あああああ！まゆしは感動だよ。やっとルカ君に来てもらえた。
MAY_0454.OGG,あのね可愛いは正義なんだよ。
MAY_0455.OGG,おかりんの感想はどうかな。
MAY_0456.OGG,えー キラリちゃんは刀は持たないよ。むしろね、ウーパを持つとぴったりだよ。
MAY_0457.OGG,クリスチャン、トゥトゥル。
MAY_0458.OGG,クリスチャンどうかなこのコス、ルカ君にすごく似合ってるって思うでしょ？
MAY_0459.OGG,マユシの願い事はね、美味しい物をお腹いっぱい食べることと、ウーパグッズでラボを埋め尽くすことと、ルカ君にコスを着てもらうこと。
MAY_0460.OGG,へえ、マユシのお願いも初対面ザゲートに後押ししてほしいよ。
MAY_0461.OGG,クリスちゃんも可愛いよ。
MAY_0462.OGG,あうん、ルカくんかわいいね。
MAY_0463.OGG,へえ知らなかった。じゃあマユシのママもクリスチャンのママもたくさんお野菜食べたんだね。
MAY_0464.OGG,まゆしいはジューシー唐揚げナンバーワンばっかり食べてるから、将来子供を産むときは男の子なのかな。
MAY_0465.OGG,ねえねえ、バナナはお野菜に含まれると思う。
MAY_0466.OGG,電話レンジちゃん、チーンってしたら男の子か女の子かわかるの？
MAY_0467.OGG,うんとルカ君が女の子になっちゃったらね今度からはルカちゃんって呼ばないとだめだね。
MAY_0468.OGG,ルカちゃんはマユシのコス着てくれる。
MAY_0469.OGG,そうだったの。言ってくれればよかったのに。
MAY_0470.OGG,そんなこと気にしなくていいんだよ。だってね、まゆしもさっぱりだもん。
MAY_0471.OGG,そうだよマユシと同じ年なのです。それがどうしたの？
MAY_0472.OGG,ああ、そっか。
MAY_0473.OGG,だったらだったら手紙をタイムカプセルに入れて埋めるっていうのは。
MAY_0474.OGG,そっか。
MAY_0475.OGG,じゃあクリスチャンのナイスアイデアにマユシは期待です。
MAY_0476.OGG,ああよかったねルカくん。
MAY_0477.OGG,どうして八三一なの。
MAY_0478.OGG,だったらだったら二九二九二九二九っていうのは。
MAY_0479.OGG,にこにこにこにこ。
MAY_0480.OGG,違うよ。それだけ肉肉って連呼されたらね、逆にお肉見るのも嫌になって、野菜を食べようって気になるかもしれないよ。
MAY_0481.OGG,じゃあ早速撃ってみようよ。
MAY_0482.OGG,失敗って何が？
MAY_0483.OGG,あうんいいよサイズはバッチリだったから完成したらまた来てね。
MAY_0484.OGG,えー、夜鍋って何?夜にお鍋を食べるの?
MAY_0485.OGG,ちなみにね、マユシーはコスでお金は取らない主義なのです。
MAY_0486.OGG,趣味は趣味のままがいいもん。それにね、自分の作ったコスを誰かに着てもらうだけで幸せなんだ。
MAY_0487.OGG,それは無理だよ。
MAY_0488.OGG,うんマヨシーはとりあえずねこのラボでのんびりやっていきたいな。
MAY_0489.OGG,ねえねえオカリナボメン六人になったね。こんなに増えるなんてね、マユシは思ってもなかったよ。
MAY_0490.OGG,マユシイが人質になった甲斐があったかも。
MAY_0491.OGG,そういう言い方は良くないと思うな。それにね、まゆしいはママとさせられてないよ。
MAY_0492.OGG,ねえ、オカリ。
MAY_0493.OGG,オカリナこれからもマユシイのこと人質にしておいてくれる。
MAY_0494.OGG,うん。
MAY_0495.OGG,痛いかも。
MAY_0496.OGG,うん？
MAY_0497.OGG,だって人質でいればね、まゆしいは寂しくないし、おかわりも寂しくないから。へへ。
MAY_0498.OGG,ああそろそろマユシは帰るね。
MAY_0499.OGG,うん？
MAY_0500.OGG,本当どうしたの？
MAY_0501.OGG,じゃあね、えっとキッチン次郎がいいな。
MAY_0502.OGG,あそこのメンチカツはね神なのです。
MAY_0503.OGG,わーいオカリナ大好きマユシェはとっても幸せだよ。
MAY_0504.OGG,クリスちゃんはね、本当はとっても素直で真面目な女の子なんだってまゆしは思うな。
MAY_0505.OGG,そんなクリスチャンがね、マユシはとっても愛おしいのです。
MAY_0506.OGG,はい、クリスチャンにナゲット一個あげるね。
MAY_0507.OGG,二人ともパンツパンツ言うの禁止。マユシーは食事中なんだよ。
MAY_0508.OGG,違うよクリスチャン。あのね、この前おかリンが言ってたけど、円卓はみんなの心の中にあるんだって。
MAY_0509.OGG,そうなの？
MAY_0510.OGG,ゲルオカリナになっちゃうね。
MAY_0511.OGG,電波が届かないところにいますってなるんじゃないかなってまゆしは思います。
MAY_0512.OGG,なんだかマユシは怖いよ。
MAY_0513.OGG,これ。
MAY_0514.OGG,いら。
MAY_0515.OGG,クリスちゃん、あのね、オカリンの幼なじみとして教えてあげると、オカリンのしゃべり方はね、そのうち慣れちゃうよ。
MAY_0516.OGG,それってすごいの。
MAY_0517.OGG,そんなの知らないよ。
MAY_0518.OGG,ええと、最初に電話レンジちゃんがタイムマシンだって気づくきっかけになったメールだよね。
MAY_0519.OGG,ロトシックスの当たり番号を書いて送ったんだっけ。ルカちゃんがその番号を買ったけど結局当たらなかったやつ。
MAY_0520.OGG,それぐらいじゃないかな。
MAY_0521.OGG,ああマユシはなんだか頭がこんがらがってきちゃったのです。
MAY_0522.OGG,わあ。
MAY_0523.OGG,オカリも食べる?おいしいよ。
MAY_0524.OGG,フェリスちゃんに用事があるの。今日お店に出てるかな。
MAY_0525.OGG,うん、いいよ。
MAY_0526.OGG,ああフェリスちゃんこんにちはにゃんにゃんまゆしいにゃん。
MAY_0527.OGG,休みなのにごめんね。あのね、オカリがフェリスちゃんとお話ししたいことがあるんだって。変わってもいいかな。
MAY_0528.OGG,えー オカリはオカリんだよ。
MAY_0529.OGG,うん？京馬？京馬って誰？
MAY_0530.OGG,とにかく変わるね。
MAY_0531.OGG,はい、オカリ。
MAY_0532.OGG,だってね、まゆしはフェリスちゃんのおうち遊びに行ったことないんだもん。
MAY_0533.OGG,一度ね、行きたいなって思ってたんだ。
MAY_0534.OGG,どうしたの？
MAY_0535.OGG,前から思ってたんだけど。
MAY_0536.OGG,萌香さんって綺麗な人だよね。スタイルも抜群だし、背も高いし。
MAY_0537.OGG,コスプレさせたら映えそうだな。へへ。
MAY_0538.OGG,知ってるよ。
MAY_0539.OGG,ああああああ。
MAY_0540.OGG,オカリナ連れてきたよ。
MAY_0541.OGG,ねえねえお帰りそれよりそろそろフェリスちゃんのお家に行かないとねきっと待ちくたびれてるよ。
MAY_0542.OGG,えっとね、マユシが教えちゃってもいいのかな。
MAY_0543.OGG,ああ、そっか、そうだよね。
MAY_0544.OGG,その代わりね、他の人には内緒だよ。例えばメイクインに来るご主人様たちとか。
MAY_0545.OGG,あのねフェリスちゃんの本名は秋原美穂ちゃんっていうんだ。
MAY_0546.OGG,あー すごい。
MAY_0547.OGG,とりあえず入ってみようよ。
MAY_0548.OGG,り、リアル羊さんだ。
MAY_0549.OGG,フェリスちゃんこんにちはにゃんにゃん。
MAY_0550.OGG,そっかー。だから秋葉さんなんだね。
MAY_0551.OGG,わー すごい。
MAY_0552.OGG,マユシもね、フェリスちゃんのファンだよ。フェリスちゃんのメイドさん魂はとってもすごいんだもん。憧れちゃうよ。
MAY_0553.OGG,あのね、マユシイたちのサークルの仲間になるっていうことだよ。マユシイ的にはね、メリーちゃんがラブ面になってくれるのはとっても嬉しいな。
MAY_0554.OGG,あわわ、どうしよう。まゆしは血のめい薬も猟薬も飲んでないよ。ということはまゆしはラブめんじゃないのかな。
MAY_0555.OGG,そっかあ。いつもの癖なら仕方ないね。でも良かった。
MAY_0556.OGG,いや。
MAY_0557.OGG,そうだったんだ。
MAY_0558.OGG,おかりおかり、ペリスちゃんが喜んでくれて良かったね。
MAY_0559.OGG,へえ。
MAY_0560.OGG,ああ。
MAY_0561.OGG,えっとということはね、八万六千秒も動かし続けないとダメなの？
MAY_0562.OGG,電話レンジちゃん疲れちゃうんじゃないかな。
MAY_0563.OGG,オカリ、あのね、きっとプライベートな内容だから、制作するのは良くないと思うんだ。
MAY_0564.OGG,わあわあまたウイルスカード。
MAY_0565.OGG,はあああ、リンクカードは三枚取られたでしょ？ウイルスカードは三枚取っちゃったでしょ？
MAY_0566.OGG,まゆしはね、絶体絶命なのです。
MAY_0567.OGG,はーん。
MAY_0568.OGG,ね、ねえ、いって、その、できれば二点三点くらい待ってほしいにゃん。だめかにゃん。
MAY_0569.OGG,そんな。
MAY_0570.OGG,はあやっぱりフェリスちゃんは強いね。
MAY_0571.OGG,パパ。
MAY_0572.OGG,あのね決勝戦はラボのみんなで応援に行くね。
MAY_0573.OGG,フェリスちゃんのパパさんって社長さんなんだよね。すごいなあ。
MAY_0574.OGG,それじゃあマユシイたちはこれでバイバイさせてもらうね。
MAY_0575.OGG,ダルくん、フェリスちゃんを困らせたらダメなんだよ。
MAY_0576.OGG,ほら、オカリも帰ろう。
MAY_0577.OGG,ああオカリあのねマユシーはこれからお家に帰るんだけど中野に寄っていこうと思って。
MAY_0578.OGG,えーごめんねでもね中野に行かなきゃって考えてたらねそのことで頭がいっぱいになっちゃったのです。
MAY_0579.OGG,あのね昨日アイソードの同人誌が出たんだ。
MAY_0580.OGG,うんうん、でもね、エシィさんはこうがゆいさんなんだよ。まゆしいは久々に本気出さなきゃって思って。
MAY_0581.OGG,うんそうだよ。
MAY_0582.OGG,わかったー。
MAY_0583.OGG,目の前ってどこ？
MAY_0584.OGG,秋葉には虎の穴もアニメイトもないよ。だからまゆしは中野まで同人誌を買いに行くのです。
MAY_0585.OGG,ないよ。
MAY_0586.OGG,アキバ王で同人誌が売ってるの?
MAY_0587.OGG,メイクインって何かな？じゃがいも？
MAY_0588.OGG,マユシがバイトしてるのはルモアンドだよ。
MAY_0589.OGG,ううん、普通の喫茶店。
MAY_0590.OGG,お帰りおはよう。
MAY_0591.OGG,昨日ね中野に同人誌を買いに行くって言ったでしょ。その時にねとっても可愛いレイヤーさんの同人写真集を見つけたんだ。
MAY_0592.OGG,だからね、つい衝動買いしちゃったの。
MAY_0593.OGG,ほら見てるかちゃん。これブラチューのセドナコスだよ。作り込みすっごいなあ。すごく可愛いよね。
MAY_0594.OGG,ねえねえクリスちゃんも見てみてよ感動しちゃうんだから。
MAY_0595.OGG,わあ次のページからは水着だあすごい露出度高いなスタイルもすごくいいしグラビアアイドルみたい。
MAY_0596.OGG,憧れてるの水着に。
MAY_0597.OGG,でもねでもねルカちゃんはきっと大きなお友達からはハァハァ言われちゃうよ。
MAY_0598.OGG,あのね貧乳は正義なのだからね胸なんてなくても自信持っていいんだよ。
MAY_0599.OGG,そうだ！小見間が終わったら一緒に海に遊びに行こうよ。せっかく夏なんだしね。まゆしいもずっとこす作りしてて、夏休みはちっとも遊べてないもん。
MAY_0600.OGG,ねえねえ、オカリ、クリスちゃん、どうかな？ラボメンのみんなで海。
MAY_0601.OGG,そうだよ。オカリそういうこと言うのはね、マユシス好きじゃないな。
MAY_0602.OGG,そうだよルカちゃんは女の子なのにオカリひどいよ。
MAY_0603.OGG,あああ。
MAY_0604.OGG,シュレディンガー。
MAY_0605.OGG,そうだよ邪魔するのはね良くないと思うな。
MAY_0606.OGG,それよりもどんな結果になっても温かく迎えてあげようよ。そのためにもね、まゆしは買い出しを張り切っちゃうつもりです。
MAY_0607.OGG,すずさんはね、とってもいい人だから、ルカちゃんもすぐに仲良くなれるよ。
MAY_0608.OGG,あれれダルくんがいるよ。
MAY_0609.OGG,フェリスちゃんは来られないって言ってたけど。
MAY_0610.OGG,ドッドッドドドン、ドン、ドッドドドン。
MAY_0611.OGG,うん。
MAY_0612.OGG,おかりい鈴さんには会えた。
MAY_0613.OGG,そっか。
MAY_0614.OGG,誰に何て送るの?
MAY_0615.OGG,おかり見つけた。
MAY_0616.OGG,ここはね、七千万年前の地球だよ。
MAY_0617.OGG,オカリナは陰謀に巻き込まれてタイムマシンでここに送られちゃったんだ。
MAY_0618.OGG,マヨシはね、オカリを追いかけて、たくさんたくさんたくさんの世界線のすべてのオカリを探し続けてきたのです。
MAY_0619.OGG,ここにいるオカリナもたくさんいるオカリナのうちの一人って言えるし、オリジナルでもあるって言えるの。
MAY_0620.OGG,ここにいるマユシーもたくさんいるマユシーのうちの一人って言えるし、オリジナルでもあるって言えるの。
MAY_0621.OGG,でね、オカリナもマユシイもここで死んじゃうと思う。
MAY_0622.OGG,でも。
MAY_0623.OGG,きっと七千万年後の秋葉原にいるオカリナとマユシマで意思は連続していくんだって思うな。
MAY_0624.OGG,だから大丈夫だよ。
MAY_0625.OGG,まゆしもウーパーとお友達になりたいな。
MAY_0626.OGG,トトロまゆしいです。
MAY_0627.OGG,ああフェリスちゃんおはようにゃ。
MAY_0628.OGG,京馬？ああ、オカリナことでしょう？うん、いるけど変わる？
MAY_0629.OGG,あれれなんかね出られないみたいだよ。
MAY_0630.OGG,うん。うん。
MAY_0631.OGG,わかった。伝えとくね。バイバイ。
MAY_0632.OGG,あのね四天王が秋葉に集結したから気をつけろって。
MAY_0633.OGG,うんうん。あとね、I B M の五千百はまだ見つかってないんだって。もし見つかったらまた連絡するにゃんって言ってたよ。
MAY_0634.OGG,わあすごいよダルくん。
MAY_0635.OGG,L H C ってあの二十キロ以上ある大きなトンネルでしょ？結局何をするトンネルなんだっけ？
MAY_0636.OGG,あそうそうミニブラックホールを作れるんだよね。
MAY_0637.OGG,へえー。
MAY_0638.OGG,ハドロン。
MAY_0639.OGG,どういうこと。
MAY_0640.OGG,あのねさっきのオカリやクリスちゃんの話を思い出してたの。
MAY_0641.OGG,思い出してね。なんとか頑張って理解しようと思ったんだけどダメだったよ。ひひ。
MAY_0642.OGG,ただねなんとなくわかるのはすごいことになってるみたいっていうことかな。
MAY_0643.OGG,眩しいなあ。
MAY_0644.OGG,おかりんもクリスチャンもキラキラ輝いてて。
MAY_0645.OGG,あのねクリスちゃんが入ってきてからそろそろ十日ぐらいでしょその間マヨシーが感じたこと言っていい。
MAY_0646.OGG,クリスチャンがラボ面になってね。なんだかラボの空気がビシッと引き締まった感じがするんだ。
MAY_0647.OGG,だからね、眩しいの。
MAY_0648.OGG,クリスチャンはラボとオカリにとってすっごく役に立ってるでしょ。
MAY_0649.OGG,でもね、マユシはあんまりオカリの役に立ててないのです。
MAY_0650.OGG,まゆしいももっと頭が良かったらな。そしたらおかりんの役に立てたのにね。
MAY_0651.OGG,このラボを作ったばっかりの頃、ダルくんもいない頃にね、よくこうして二人で静かに過ごしてたよね。
MAY_0652.OGG,マユシーはこれからもここにいてもいいのかな。
MAY_0653.OGG,いるだけ。
MAY_0654.OGG,うんと褒められてるのかな。
MAY_0655.OGG,そっかー ありがとうほかり。
MAY_0656.OGG,お腹空いちゃった。おでんかあっためよっと。おか凛も食べる？
MAY_0657.OGG,じゃあちょっと待っててね。
MAY_0658.OGG,うんわかった気をつけるね。
MAY_0659.OGG,でねオカリ、タイムリープとタイムトラベルってどう違うの？
MAY_0660.OGG,うーん、そっか。
MAY_0661.OGG,あのね、じゃあ、D メールとタイムリープだと、できることってどう違うのかな？
MAY_0662.OGG,えっと、例えば作りかけのコスを持って一週間前へ行ける。ゴミママでの時間を一週間分稼げて、マユシ大勝利みたいなこと。
MAY_0663.OGG,うんじゃあマヨシーの意識は一週間前のマヨシーの中に入っちゃうってこと？
MAY_0664.OGG,物は持っていけないけど記憶は持っていけるんだね。そっか。
MAY_0665.OGG,でもでもそしたら一週間前のマユシの中にあったマユシの記憶はどこにいっちゃうのかな。
MAY_0666.OGG,消えちゃうってこと。
MAY_0667.OGG,じゃあね、じゃあね。一週間前のマユシーンに記憶を飛ばしたら、今のマユシーンの体はどうなっちゃうんだろう。
MAY_0668.OGG,マユシが一週間前に記憶をビュンって飛ばしても、オカリナはここにいるんだよね。オカリナから見ると意識が飛んでったマユシはどうなっちゃってるのかな。
MAY_0669.OGG,じゃあタイムリープする前の最初の一週間を過ごしたまゆしーはタイムリープしてその一週間を繰り返したまゆしーに消されちゃうの？
MAY_0670.OGG,じゃあねじゃあね。
MAY_0671.OGG,もしも一週間前に戻ったまゆしいが一週間後の今日ラボには来なくて学校のお友達と池袋で遊ぶことにしたらどうなるのかな。
MAY_0672.OGG,今はマユシイはこうしてオカリんとお話してるけど。
MAY_0673.OGG,ふうん、それを香りは気づかないんだよね。
MAY_0674.OGG,だとしたらね、なんだか寂しいね。
MAY_0675.OGG,ううん、まゆしいが。
MAY_0676.OGG,だからクリスチャンは過去を変えたくないって言ってたのかも。
MAY_0677.OGG,あねえねえねえタイムリープは未来には飛べないのかな。
MAY_0678.OGG,わかんないよ。
MAY_0679.OGG,そっかー。じゃあまゆしぃが小学生の頃へも飛べないんだね。その頃は携帯持ってないもん。
MAY_0680.OGG,うん、それにね、おばあちゃんにも会えるかもって思ったんだ。
MAY_0681.OGG,うん残念は残念だけどねどうしても会いたかったわけじゃないよ。
MAY_0682.OGG,おばあちゃんの言葉とかね、笑顔とか、まゆしいの頭を撫でてくれたシワシワの手とかね、まゆしいは今でもちゃんと覚えてるもん。
MAY_0683.OGG,だからね、わざわざ会わなくても平気なの。
MAY_0684.OGG,それよりもね、その頃のあかりにもう一度会ってみたいなって思って、えへへ。
MAY_0685.OGG,会いたいのはホウインなんとかじゃなくてオカリナだよ。
MAY_0686.OGG,えーそんなことないよマヨシもちゃんと成長してるもん。
MAY_0687.OGG,そんなことないのです。まゆしいはちゃんと大人の階段を上ろうとしているのです。
MAY_0688.OGG,それよりもねえ、オカリナの方が当時から止まったままだと思うなあ。
MAY_0689.OGG,バイトルモアヌのこと。
MAY_0690.OGG,あのねコミマ前だからお休みもらってるんだよ。
MAY_0691.OGG,頑張ってコスを作らなくちゃ。
MAY_0692.OGG,三着。えっとね、楓ちゃんと吹雪ちゃんの分、でもってルカちゃんの分。
MAY_0693.OGG,あ、萌子さんだ。
MAY_0694.OGG,トゥトゥルー モエカさんここで何してるの？
MAY_0695.OGG,すごいんだよ。あのね、今度はね、タイムリープができるようになるかもしれないんだって。
MAY_0696.OGG,オカリオカリーンその説明はねすごく回りくどくてマユシにはさっぱりなのです。
MAY_0697.OGG,あのね、オカリが思いついてクリスチャンができるって言って、ダルくんはお手伝い中で、マユシーはオカリと買い出しなんだよ。
MAY_0698.OGG,萌子さん大丈夫調子悪いの？
MAY_0699.OGG,おかりんは誰と戦ってるの?
MAY_0700.OGG,へえすごいね。でもね、危ないことはしちゃダメだからね。
MAY_0701.OGG,萌香さんどうしたのかな。
MAY_0702.OGG,わあおかりまでおかしくなっちゃった。
MAY_0703.OGG,まゆしは心配です。
MAY_0704.OGG,はあああ。
MAY_0705.OGG,うん大丈夫だよ。あのねまゆしいは今日はここにお泊りするのです。
MAY_0706.OGG,うんお父さんとお母さんにもねそう言ってあるよ。
MAY_0707.OGG,そうでもしないとゴミ間に間に合わないんだへへ。
MAY_0708.OGG,あのねクリスちゃんも一緒だからって説明したらお父さんもお母さんもそれなら安心って言ってくれたんだよ。
MAY_0709.OGG,うん、だってね、電話レンジちゃんの改良で大変なんでしょ？
MAY_0710.OGG,ああマユシ知ってるよきっとあれじゃないかなほら。
MAY_0711.OGG,頭の良くなる芳香剤なんだって。アキバ王で買ってきたってオカリが言ってた。あれっていつの頃だったっけ。
MAY_0712.OGG,本当よかった。
MAY_0713.OGG,オカリナね、まゆしいと同じで、池袋だよ。
MAY_0714.OGG,おかりんも未成年なのにねえ。
MAY_0715.OGG,クリスチャンクリスチャン、オカリナね、マユシたちのこと襲うような悪い人じゃないと思うよ。
MAY_0716.OGG,だってね、まゆしいはもう十年以上の付き合いだけど、一度も襲われたことないもん。
MAY_0717.OGG,うんっていうかね今も人質だよ。
MAY_0718.OGG,やあ、お帰り。覗きは良くないよ。
MAY_0719.OGG,そういうことされるとね、マユシエは悲しいし恥ずかしいです。
MAY_0720.OGG,おかり死んじゃ嫌だよ。
MAY_0721.OGG,オカリ今揺れたけど下は大丈夫だった?
MAY_0722.OGG,それはねえいいことだと思うな食べ物を粗末にしちゃだめだよ。
MAY_0723.OGG,ええと。
MAY_0724.OGG,つまりね、スーパー電話レンジちゃんを完成させるためにはどうすればいいの？
MAY_0725.OGG,"オカリ,オカリ,ちょっと来て。"
MAY_0726.OGG,これをね持っててくれないかなこうしてビローンって広げて。
MAY_0727.OGG,ビローン。
MAY_0728.OGG,うん。
MAY_0729.OGG,うん、ありがとう。
MAY_0730.OGG,できたー！
MAY_0731.OGG,うんクリスちゃんより先にできたよ競争してたんだ。
MAY_0732.OGG,引き分けだね。
MAY_0733.OGG,帽子付き電話レンジちゃん。
MAY_0734.OGG,うんと。
MAY_0735.OGG,タイムリープマシンがいいと思います。
MAY_0736.OGG,帽子付き電話レンジちゃんとね、すごく迷ったけど。
MAY_0737.OGG,えへへ。
MAY_0738.OGG,マユシもわかないよ。
MAY_0739.OGG,ああそうだったねへへへ。
MAY_0740.OGG,ほう。
MAY_0741.OGG,うわー。
MAY_0742.OGG,おお。
MAY_0743.OGG,結局どっち。
MAY_0744.OGG,ねえねえ。
MAY_0745.OGG,まゆしいはね、難しいことはよくわかんないけど。
MAY_0746.OGG,例えばね、マユシーの買ってきたバナナをタイムリープさせるのはどうかな。
MAY_0747.OGG,ああそっかそれじゃあダメだね。
MAY_0748.OGG,トゥトゥルー ただいま。
MAY_0749.OGG,お帰りお帰り。
MAY_0750.OGG,フェリスちゃんやルカちゃんにもね声をかけたんだけど今日は無理って言われちゃった。
MAY_0751.OGG,フェリスちゃんは今日はライネットの大会。
MAY_0752.OGG,あとねルカちゃんはなんだか恥ずかしそうにしてたよ。
MAY_0753.OGG,恥ずかしいんだって可愛いは正義なのに。
MAY_0754.OGG,クリスチャンもね可愛いよね。
MAY_0755.OGG,ねえねえ、今度のコミマに出てみない？
MAY_0756.OGG,新作は無理だけどね。去年作ったブラ中 のセーラ覚醒コバージョンコスがあるんだ。たぶんね、サイズはクリスチャンにちょうど合うと思うし。
MAY_0757.OGG,着るだけでいいよ。でもね、そのうちみんなに見てもらいたくなるよ。コスプレにはそうさせる魔物さんが住んでるんだ。
MAY_0758.OGG,そういえばクリスちゃんっていつも可愛い制服着てるよね。でもこんな制服都内にあったっけ？
MAY_0759.OGG,あー、あやメインなんだ。あそこの制服元々かわいいもんね。でもクリスチャンの改造センスはね、すごくいいかも。
MAY_0760.OGG,明日コス持ってくるね。そしたら試着してくれる?
MAY_0761.OGG,大丈夫だよ。
MAY_0762.OGG,クリスちゃんは知らないかもだけどね。去年ぐらいにこんな言葉が流行ったんだよ。
MAY_0763.OGG,パンツじゃないから恥ずかしくないもんって。
MAY_0764.OGG,絶対来てね。絶対だよ。
MAY_0765.OGG,お帰り。
MAY_0766.OGG,二人を止めて。
MAY_0767.OGG,もう。
MAY_0768.OGG,二人とも聞いて。マユシーはね、喧嘩は嫌いなのです。仲良くしようよ。
MAY_0769.OGG,ねえねえ、オカリ。
MAY_0770.OGG,なんだかね、ここ何週間かですごく賑やかになったね。
MAY_0771.OGG,楽しいね。
MAY_0772.OGG,あのね、ダボメンが八人に増えたでしょ？ちょっと狭くなってきたなってマユシは思うんだ。
MAY_0773.OGG,まずね、椅子が足りないのです。
MAY_0774.OGG,買ってこなくちゃだよ。オカリナお金ある？
MAY_0775.OGG,んじゃあマユシのバイト代もちょっと出していいよ。
MAY_0776.OGG,あとはね、電子レンジ新しいの買わないとジューシー唐揚げナンバーワンが温められないよ。
MAY_0777.OGG,イスト電子レンジの代金とちょっぴり上がっちゃったお家賃を払えるくらいはもらえるかな。
MAY_0778.OGG,そうなんだ。よかったね、おかり。
MAY_0779.OGG,だってお友達たくさんできたもん。
MAY_0780.OGG,ダルくんでしょう？クリスちゃんでしょ？ルカちゃんでしょ？鈴さん、舞香さん、フェリスちゃん、店長さん、なえちゃん、他にも他にも。
MAY_0781.OGG,春の頃はおカリはとっても寂しそうだったけど。
MAY_0782.OGG,もう大丈夫だね。
MAY_0783.OGG,まゆしが人質じゃなくても。
MAY_0784.OGG,本当だ家に電話しなくちゃ。
MAY_0785.OGG,萌香さん、これって。
MAY_0786.OGG,ね、ねえ、萌香さんはラブメン仲間だよね。
MAY_0787.OGG,あっ。
MAY_0788.OGG,お帰り。
MAY_0789.OGG,ぽっかり。
MAY_0790.OGG,はあ。
MAY_0791.OGG,もう大丈夫だね。
MAY_0792.OGG,マユシが人質じゃなくても。
MAY_0793.OGG,ああ。
MAY_0794.OGG,そっか。
MAY_0795.OGG,まゆしは人質なんだね。
MAY_0796.OGG,じゃあしょうがないね。
MAY_0797.OGG,もう大丈夫だね。
MAY_0798.OGG,トゥルル、ただいま。
MAY_0799.OGG,オカリ、オカリ。
MAY_0800.OGG,フェリスちゃんやルカちゃんにもね声をかけたんだけど、今日は無理って言われちゃった。
MAY_0801.OGG,フェリスちゃんは今日はラインネットの大会。
MAY_0802.OGG,あとねルカちゃんはなんだか恥ずかしそうにしてたよ。
MAY_0803.OGG,恥ずかしいんだって可愛いは正義なのに。
MAY_0804.OGG,クリスチャンもね、可愛いよね。
MAY_0805.OGG,ねえねえ今度のコミマに出てみない。
MAY_0806.OGG,新作は無理だけどね。去年作ったブラチューのセーラー覚醒後バージョンコスがあるんだ。多分ね、サイズはクリスチャンにちょうど合うと思うし。
MAY_0807.OGG,着るだけでいいよ。でもね、そのうちみんなに見てもらいたくなるよ。コスプレにはそうさせる魔物さんが住んでるんだ。
MAY_0808.OGG,そういえばクリスちゃんっていつも可愛い制服着てるよね。でもこんな制服都内にあったっけ？
MAY_0809.OGG,あーあやメインなんだ。あそこの制服もともとかわいいもんね。でもクリスちゃんの改造センスはねすごくいいかも。
MAY_0810.OGG,明日コス持ってくるね。そしたら試着してくれる?
MAY_0811.OGG,大丈夫だよ。
MAY_0812.OGG,クリスちゃんは知らないかもだけどね、去年ぐらいにこんな言葉が流行ったんだよ。
MAY_0813.OGG,パンツじゃないから恥ずかしくないもんって。
MAY_0814.OGG,絶対来てね。絶対だよ。
MAY_0815.OGG,お帰り。
MAY_0816.OGG,二人を止めて。
MAY_0817.OGG,もう。
MAY_0818.OGG,二人とも聞いて。マユシはね、喧嘩は嫌いなのです。仲良くしようよ。
MAY_0819.OGG,ねえねえ、オカリ。
